clean_name,clean_artists,hit,split
recuerdo,"[""banda los guamuchileños de culiacan""]",0,train
sincerely,"[""victor wood""]",0,train
sobre una tumba humilde,"[""sonora cumanacao""]",0,train
sowa,"[""fatoumata diawara""]",0,val
still,"[""jupiter jones""]",0,test
summertime,"[""helen merrill""]",0,train
sweat loaf,"[""butthole surfers""]",0,test
sydän tyhjää lyö,"[""eppu normaali""]",0,train
szczerze,"[""taco hemingway""]",0,test
sólin er komin,"[""mugison""]",0,train
thapelo,"[""sammy malete""]",0,test
trelenome,"[""anna vissi""]",0,val
tu mal humor,"[""tennessee""]",0,train
usted,"[""gilberto monroig""]",0,train
vay,"[""aron can""]",0,train
warsaw ragtime no. 1,"[""warsaw stompers""]",0,test
love again,"[""dua lipa""]",1,test
back on the road again,"[""reo speedwagon""]",0,train
barrio pobre - remastered,"[""carmen duval""]",0,train
brother,"[""jorge ben jor""]",0,train
cheri yasodaku,"[""s. p. sailaja""]",0,train
chill factor,"[""richard elliot""]",0,test
chino,"[""mancha de rolando""]",0,train
desvanecer - en vivo,"[""andrés cepeda""]",0,train
dildar na darshan vina,"[""master kanti surat""]",0,train
harold land - 2003 remaster,"[""yes""]",0,train
hlubina,"[""znouzectnost""]",0,test
it`s only emotion,"[""bass astral x igo""]",0,train
jag har vandrat mina stigar,"[""sven-erik magnusson""]",0,train
kalan kalır,"[""ahmet kaya""]",0,train
la quiero a morir,"[""sergio vargas""]",0,test
llévame contigo,"[""no te va gustar""]",0,train
long kiss goodnight - 2014 remaster,"[""the notorious b.i.g.""]",0,train
love can move mountains,"[""céline dion""]",0,train
love of all time,"[""shakatak""]",0,val
me voy,"[""santaferia""]",0,test
minha paz,"[""gloria""]",0,train
minnalai pidithu,"[""unni menon""]",0,val
mojave,"[""antônio carlos jobim""]",0,test
mónica,"[""rio""]",0,test
no. new york - live,"[""boøwy""]",0,train
non serviam,"[""rotting christ""]",0,train
old cape cod,"[""jerry vale""]",0,val
projdu zdi,"[""kabát""]",0,test
quiero estar solo,"[""jeros""]",0,test
rammer perfekt,"[""karl william""]",0,train
rosvolaulu,"[""satu sopanen & tuttiorkesteri""]",0,train
sahici,"[""deniz seki""]",0,test
satu nama tetap dihati,"[""eye""]",0,train
sierra sue,"[""eddy arnold""]",0,train
sombra perdida,"[""binomio de oro""]",0,train
stars fell on alabama,"[""jimmy buffett""]",0,train
stress,"[""richie campbell""]",0,train
supermassive black hole,"[""stereo avenue""]",0,train
tak mungkin berpaling,"[""slam""]",0,val
taktokat gnt naaeme,"[""om kalthom""]",0,train
te voi astepta,"[""adrian minune""]",0,train
temple of gold,"[""les baxter""]",0,train
teninle konuşmak,"[""bülent ortaçgil""]",0,train
tha ertho na se ksipniso,"[""markos vamvakaris""]",0,val
the three shadows part 2,"[""bauhaus""]",0,train
tu recuerdo,"[""tierra canela""]",0,train
violão vagabundo,"[""moraes moreira""]",0,train
včera mi zhorel dom,"[""saul""]",0,train
wrap me up - original mix,"[""alex party""]",0,train
yo me estoy enamorando,"[""pansequito""]",0,train
ölsem de bir kalsam da bir,"[""banu kırbağ""]",0,val
memory i dont mess with,"[""lee brice""]",1,val
and the singer sings his song,"[""neil diamond""]",0,train
asi se baila el chamame,"[""los reyes del chamame""]",0,train
bags & trane,"[""milt jackson""]",0,train
bells and horns in the back of beyond - remastered version,"[""midnight oil""]",0,train
capítulo 13.2 - la legión de los condenados,"[""sven hassel""]",0,train
chhutir banshi bajlo,"[""namita sen""]",0,train
christmas in my heart,"[""percy faith & his orchestra & chorus""]",0,train
cso,"[""rocket""]",0,train
dark times,"[""falcata""]",0,train
desatando el morral,"[""los tucanes de tijuana""]",0,train
dilli ki galion men jiya nahin lage,"[""g. m. durrani""]",0,train
do me more,"[""namie amuro""]",0,train
harley davidson,"[""eddie meduza""]",0,train
heartbreak hotel,"[""yohio""]",0,val
heaven,"[""ailee""]",0,train
khud se jo vada kiya tha,"[""pamela chopra""]",0,train
la agarro bajando,"[""gilberto santa rosa""]",0,train
la mujer que amo,"[""mário silva""]",0,train
la virgen de la macarena,"[""pasodobles""]",0,train
libre soy,"[""tijeritas""]",0,val
mariah - radio edit,"[""juan magán""]",0,train
meant to be - acoustic,"[""bebe rexha""]",0,train
medicine man,"[""the scabs""]",0,train
mi amante es una puta,"[""jay katana""]",0,val
moara,"[""valeriu sterian""]",0,train
morituri te salutant,"[""karel kryl""]",0,train
nagsasawa ka na ba?,"[""eggboy""]",0,train
once you get it,"[""b.t. express""]",0,train
oula,"[""aya nakamura""]",0,val
our legacy - official thunderdome 2017 anthem,"[""guerrillas""]",0,test
pikku myyn haaveet,"[""elina salo""]",0,test
pin up,"[""the stranglers""]",0,val
pissing in a river,"[""patti smith""]",0,val
por um amor maior,"[""elis regina""]",0,train
porta estandarte,"[""geraldo vandre""]",0,train
quise manchar tu alma,"[""binomio de oro""]",0,val
red cross store blues,"[""lead belly""]",0,test
rua augusta,"[""emicida""]",0,test
salto mortale,"[""jef and the pennies from heaven""]",0,train
somos caminantes,"[""el comunero de los andes""]",0,test
sólo los tontos,"[""los caminantes""]",0,train
the big head,"[""coleman hawkins""]",0,train
the girl who had everything,"[""carola""]",0,train
tú me querías,"[""tijeritas""]",0,train
unchained melody,"[""air supply""]",0,train
vete vete,"[""maicol benitez""]",0,train
voggevise,"[""thorbjørn egner""]",0,train
voy a prometerme,"[""la cumana""]",0,test
wenhamo,"[""thomas mapfumo""]",0,train
your wonderful love - single version,"[""the temptations""]",0,train
my future,"[""billie eilish""]",1,val
1.signalni,"[""chinaski""]",0,val
apohoro,"[""konstantinos argiros""]",0,val
avraham vesarah,"[""arik einstein""]",0,train
beibi on ylpee,"[""popeda""]",0,test
bleu canard,"[""julien doré""]",0,val
breathe - karaoke version in the style of michelle branch,"[""charttraxx karaoke""]",0,test
budeme to stále my...,"[""i.m.t. smile""]",0,test
cachondea,"[""fruko y sus tesos""]",0,train
cat prance,"[""toini & the tomcats""]",0,test
catfish blues,"[""canned heat""]",0,test
cecilia,"[""buenos muchachos""]",0,train
chance to find me,"[""toini & the tomcats""]",0,test
coyita cantor,"[""canciones para no dormir la siesta""]",0,train
denne gang,"[""michael teschl""]",0,test
el arrepentido - unplugged version,"[""los tres""]",0,test
el camino del evangelio,"[""marino""]",0,val
embrace,"[""bump of chicken""]",0,train
faith,"[""yuna ito""]",0,test
fila me,"[""rififi""]",0,train
for you,"[""triumvirat""]",0,val
goodbye to yesterday,"[""elina born""]",0,test
hei! você,"[""dom salvador & abolição""]",0,test
i believe,"[""tears for fears""]",0,train
i get lifted - 2004 remaster,"[""kc & the sunshine band""]",0,val
kinder an die macht - remastered 2016,"[""herbert grönemeyer""]",0,test
krummi krúnkar úti,"[""skoppa og skrítla""]",0,test
la fiesta,"[""vicente fernández""]",0,val
leichtes gepäck,"[""silbermond""]",0,test
long way home,"[""atb""]",0,test
move away jimmy blue,"[""del amitri""]",0,test
mujhse mat poochh,"[""lata mangeshkar""]",0,train
nix is fix,"[""rainhard fendrich""]",0,val
no sabes que desperdicio tengo en el alma,"[""los tres""]",0,train
petit escargot,"[""comptines tv""]",0,test
road fighter,"[""sechskies""]",0,val
sex-appeal,"[""georg danzer""]",0,train
sonia,"[""sonny clark""]",0,train
spao ta rologia,"[""triantafillos""]",0,train
sudamérica o el regreso a la aurora,"[""arco iris""]",0,test
tańcz głupia,"[""sobota""]",0,train
te imagino,"[""alberto stylee""]",0,test
tempted,"[""marty stuart""]",0,train
the crunch,"[""the rah band""]",0,train
this endless night,"[""neil sedaka""]",0,test
tum ek gorakh dhanda ho - complete original version,"[""nusrat fateh ali khan""]",0,train
visā visumā visums ir viss,"[""instrumenti""]",0,train
volantes pa la falda mi gitana,"[""melendi""]",0,test
woman without love,"[""elvis presley""]",0,train
yama nadaet,"[""om kalthom""]",0,test
ángeles fuimos,"[""adrian barba""]",0,train
knowing you,"[""kenny chesney""]",1,train
años cruentos,"[""los belkings""]",0,val
bañado norte,"[""los residentes folklore""]",0,train
bis seattle,"[""fynn kliemann""]",0,train
cachoeira de poder,"[""cassiane""]",0,val
chapter 7.7 - król maciuś pierwszy,"[""janusz korczak""]",0,train
der letzte walzer,"[""peter alexander""]",0,val
det e helg,"[""vassendgutane""]",0,train
einsamer winterweg2006,"[""wedard""]",0,train
era una vita che ti stavo aspettando,"[""francesco renga""]",0,test
fait divers - remasterisé en 2015,"[""téléphone""]",0,train
fakir v laznich,"[""buty""]",0,val
fight music,"[""sekai no owari""]",0,train
filth pig,"[""ministry""]",0,test
gaukur í klukku,"[""mx-21""]",0,train
get jinxed,"[""league of legends""]",0,train
gift,"[""hov1""]",0,test
goose grease,"[""lou donaldson""]",0,train
gözümün bebeği,"[""sibel tüzün""]",0,train
hard-headed woman,"[""john lee hooker""]",0,test
i robot,"[""the alan parsons project""]",0,train
i want u,"[""alison wonderland""]",0,train
i wish you love,"[""jack jones""]",0,test
intoxicado,"[""viejas locas""]",0,train
je veux que tu me mentes,"[""lynnsha""]",0,train
john the revelator,"[""son house""]",0,train
johnny comes down to hilo,"[""sam eskin""]",0,test
les feuilles mortes,"[""paul mauriat""]",0,train
lift me up,"[""kern""]",0,val
meira dót,"[""buttercup""]",0,test
mels me vubec rad,"[""ewa farna""]",0,train
mevlana jalaluddin rumi - dream of shams,"[""mercan dede""]",0,test
midnight lovers,"[""passion""]",0,test
no te olvides,"[""los olimareños""]",0,train
numero uno,"[""matze knop""]",0,train
o mundo é um moinho - live,"[""cazuza""]",0,train
pas cette chanson,"[""johnny hallyday""]",0,val
pensamiento y palabra,"[""víctor manuelle""]",0,train
portrait of louise,"[""bee gees""]",0,test
push and pull,"[""herb alpert""]",0,val
rus,"[""lill lindfors""]",0,test
rīgas sporta pils,"[""labvēlīgais tips""]",0,val
show you,"[""zian""]",0,test
sta ipa ola - live,"[""miltos pashalidis""]",0,test
the kiss,"[""trevor jones""]",0,test
the pestilence,"[""kreator""]",0,train
versos al viento,"[""makiza""]",0,train
vida,"[""maxi4000""]",0,test
welcome to my paradise,"[""steven & coconuttreez""]",0,val
why do you keep me waiting,"[""bread""]",0,test
znas li sta o njoj,"[""mile kitic""]",0,val
addicted,"[""dan seals""]",0,train
bambaram bam bam,"[""tito puente & his orchestra""]",0,val
bashment time featuring mr. easy,"[""frisco kid""]",0,train
come together,"[""spiritualized""]",0,train
confessions,"[""usher""]",0,train
cumbia del indio,"[""chicos de barrio""]",0,test
di ko na mapipigilan,"[""sexbomb girls""]",0,train
donna,"[""wallen""]",0,val
ein teil von meinem herzen,"[""jonathan zelter""]",0,train
emcee,"[""bassi maestro""]",0,val
estoy enamorado,"[""ladron""]",0,test
falskar ástir,"[""floni""]",0,train
forte e chiaro,"[""capo plaza""]",0,val
go on girl,"[""ne-yo""]",0,val
half a boy half a man,"[""kikki danielsson""]",0,train
how great thou art,"[""tammy wynette""]",0,train
i have a right,"[""sonata arctica""]",0,test
it was midnight on the ocean,"[""the tune wranglers""]",0,train
john barleycorn,"[""traffic""]",0,train
kenikmatan tersendiri,"[""utha likumahuwa""]",0,train
kom nog even niet naar hier,"[""acda en de munnik""]",0,test
kırmızı,"[""sibel tüzün""]",0,val
kızlar dura dura,"[""hüseyin kağıt""]",0,val
la borrachera #1,"[""aldo ranks""]",0,train
langamma,"[""egill ólafsson""]",0,train
le grand chêne,"[""georges brassens""]",0,train
leningrad,"[""topi sorsakoski & agents""]",0,train
love makes the world go round,"[""percy sledge""]",0,test
luna,"[""string karma""]",0,train
manhattan skyline,"[""david shire""]",0,test
musketör,"[""ebba grön""]",0,train
môregloed,"[""van coke kartel""]",0,train
ninguém = ninguém,"[""engenheiros do hawaii""]",0,train
o boto rosa,"[""xuxa""]",0,train
out of me,"[""luttrell""]",0,train
pali tha klapso,"[""marinella""]",0,test
pillangoviya,"[""vidyabhushana""]",0,train
rangur maður,"[""á móti sól""]",0,train
sabreen,"[""talal madah""]",0,train
seek up - live,"[""dave matthews band""]",0,test
settle down my boy,"[""men at work""]",0,train
so deep within you,"[""the moody blues""]",0,train
solo una noche,"[""wisin & yandel""]",0,train
space monkey,"[""placebo""]",0,train
the glory of love,"[""jimmy durante""]",0,train
tre sjömansflickor,"[""gunnar hahns orkester""]",0,train
viernes 3 am,"[""serú girán""]",0,train
võidusõit,"[""black velvet""]",0,train
when we dig for gold in the usa,"[""amanda jenssen""]",0,test
wings of a dove,"[""madness""]",0,train
180 degree,"[""ben""]",0,train
akhir cinta,"[""panbers""]",0,train
ao partir o pão,"[""walmir alencar""]",0,train
aquí en mi ser tu amor,"[""los voceros de cristo""]",0,train
beautiful mary,"[""jimmie davis""]",0,train
czarne zastępy,"[""kat""]",0,train
danzando,"[""jhovanny moreno""]",0,train
dar dar ki thokren hain,"[""shamshad begum""]",0,test
do the reggae,"[""tropical depression""]",0,train
duur,"[""strings""]",0,train
ella es un fantasma,"[""mayonesa""]",0,train
emperor jones,"[""frankie newton""]",0,train
every christian lion hearted man will show you,"[""bee gees""]",0,val
good thing,"[""rebecka törnqvist""]",0,train
halløjsenbær,"[""alberte winding""]",0,test
hoşgeldin aramıza,"[""müjde tuğsuz""]",0,train
i wanna be loved,"[""nancy wilson""]",0,train
in the eye of the sun,"[""the doors""]",0,test
jesús kristur og ég,"[""mannakorn""]",0,val
maradj velem,"[""balázs fecó""]",0,train
margot,"[""junior gonzalez""]",0,val
missing you,"[""jim reeves""]",0,train
na mee vo dr polizist verhaftet de lätz,"[""globi""]",0,train
nueva ilusión,"[""grupo pegasso""]",0,val
outlaw heart,"[""tiger army""]",0,val
pájaro campana,"[""los indios tabajaras""]",0,test
quand fera-t-il jour camarade? - live,"[""mireille mathieu""]",0,train
satelit,"[""petr kotvald""]",0,train
she wandered through the garden fence,"[""procol harum""]",0,test
sokolata,"[""sarbel""]",0,train
solo con un beso,"[""ricardo montaner""]",0,train
sometimes i wonder,"[""the impressions""]",0,train
sur ma vie,"[""charles aznavour""]",0,val
sympati,"[""benny jamz""]",0,train
tell it to my heart,"[""kelly llorenna""]",0,train
terra degli uomini,"[""jovanotti""]",0,train
the green leaves of summer,"[""dimitri tiomkin""]",0,train
the royal scam,"[""steely dan""]",0,train
the sweetest love,"[""robin thicke""]",0,train
tiada lagi kidungmu,"[""lefthanded""]",0,train
téged nem,"[""péterfy bori & love band""]",0,test
vasilepses asteri mou,"[""meri lida""]",0,train
vetrivel veeravel sutri vandha,"[""t. m. soundararajan""]",0,train
victory,"[""soprano""]",0,val
visions of your reality,"[""ultimate spinach""]",0,train
vivere senza te,"[""nek""]",0,test
vsr,"[""metalinda""]",0,train
when she touches me,"[""percy sledge""]",0,val
why get up,"[""the fabulous thunderbirds""]",0,train
zoila,"[""carlos vives""]",0,train
2 glass,"[""isah""]",0,train
angel eyes,"[""ace of base""]",0,test
apogevma sto dentro,"[""alkinoos ioannidis""]",0,val
aunque me duela el alma,"[""joan sebastian""]",0,train
avisa à maria que amanhã tem baile,"[""moreira da silva""]",0,train
călătorie în timp,"[""cargo""]",0,train
dass es dir leid tut - remastered 2002,"[""pur""]",0,train
det begynner å bli et liv,"[""anita skorgan""]",0,train
el culpable soy yo,"[""calibre 50""]",0,train
favela sinistra,"[""trilha sonora do gueto""]",0,test
gundah,"[""hujan""]",0,test
guten morgen,"[""ton steine scherben""]",0,train
honeycomb,"[""jimmie rodgers""]",0,test
hot stuff,"[""memphis minnie""]",0,test
hovno,"[""e!e""]",0,train
il silenzio,"[""nini rosso""]",0,train
jealous,"[""billy vaughn""]",0,train
k.i.n.g,"[""satyricon""]",0,train
känn ingen sorg för mig göteborg,"[""håkan hellström""]",0,val
lady,"[""wayne wade""]",0,train
los infieles,"[""aventura""]",0,train
mah lindy lou,"[""burl ives""]",0,train
ob-la-di ob-la-da,"[""peter belli""]",0,train
ojitos raros,"[""gavilla changoreta""]",0,train
orale,"[""gilli""]",0,test
padişah,"[""sibel can""]",0,train
pinky,"[""sarah vaughan""]",0,train
pobre diablo,"[""julio iglesias""]",0,val
pour faire une chanson,"[""dorothée""]",0,train
present,"[""gen hoshino""]",0,test
procuro olvidarte,"[""alejandro fernández""]",0,train
quiero buscarte mas,"[""juan carlos alvarado""]",0,train
quiéreme siempre,"[""los cinco latinos""]",0,train
raindrops,"[""ellegarden""]",0,train
red roses and a sky of blue,"[""the tornados""]",0,val
reginella campagnola,"[""poly e seu conjunto""]",0,test
rise and shine,"[""tommy cash""]",0,val
rád talált,"[""hiperkarma""]",0,test
sen gidiyorsun,"[""gripin""]",0,train
si te lastimé - acústico,"[""seven kayne""]",0,train
sit down i think i love you,"[""buffalo springfield""]",0,train
sulat,"[""moonstar88""]",0,train
sólarsamba,"[""góss""]",0,test
the dichotomy of fame,"[""a.r. rahman""]",0,train
tout seul,"[""les colocs""]",0,test
tu mirada,"[""los caminantes""]",0,train
victory day,"[""tom cochrane & red rider""]",0,train
yaram derinden,"[""sura i̇skenderli""]",0,train
youngbloods,"[""the amity affliction""]",0,train
í hjarta mér,"[""ego""]",0,test
052 - und die musikpiraten - teil 35,"[""die drei ???""]",0,train
aap chahen mujhko,"[""lata mangeshkar""]",0,train
all in,"[""emil assergård""]",0,train
aventurera,"[""alberto plaza""]",0,train
beast of burden,"[""buckwheat zydeco""]",0,train
bossa antigua,"[""paul desmond""]",0,test
carito,"[""carlos vives""]",0,test
carmencita,"[""amaiia rodriguez""]",0,test
chapter 16.2 & chapter 17 & chapter 18.1 - dolina strachu,"[""arthur conan doyle""]",0,train
cheek to cheek,"[""the untouchables""]",0,train
com cristo é vencer,"[""cassiane""]",0,test
coo coo paloma,"[""al caiola""]",0,train
cosita rica,"[""bomba estéreo""]",0,val
el reloj,"[""josé josé""]",0,train
el río no es solo eso,"[""pablo estramín""]",0,test
en ängel i mitt hus,"[""schytts""]",0,val
ergilet güzeli bağlar bozuyor,"[""münir nurettin selçuk""]",0,test
erotiko,"[""haris alexiou""]",0,val
forte,"[""gemitaiz""]",0,train
fındık kurdu,"[""nurhan damcıoğlu""]",0,test
geronimo,"[""lorne greene""]",0,val
good times boogie,"[""john mayall""]",0,train
guira interesada,"[""el chombo""]",0,train
harry & grace make peace,"[""trevor rabin""]",0,train
hatid,"[""the juans""]",0,train
hilangnya seorang gadis,"[""deddy dores""]",0,train
how to fight loneliness,"[""wilco""]",0,train
i like that,"[""sistar""]",0,train
i will follow you,"[""ricky nelson""]",0,train
in your eyes,"[""george benson""]",0,val
joka pojalla on siivet,"[""susanna haavisto""]",0,val
just a boy,"[""ryan mcgraw""]",0,test
just to cry,"[""keef hartley band""]",0,test
kapitel 5.14,"[""edward j. mason""]",0,train
king,"[""ub40""]",0,train
la i̇lahe i̇llallah,"[""sezen aksu""]",0,train
luna,"[""verdena""]",0,test
lupita,"[""pito perez""]",0,train
me and sonny,"[""brownie mcghee""]",0,train
moça de hoje,"[""ary lobo""]",0,train
omri kellou,"[""wael kfoury""]",0,test
simple as this,"[""jake bugg""]",0,train
tek weh yuhself,"[""mr. vegas""]",0,val
the nearness of you,"[""marie earth heart""]",0,train
to whom it may concern,"[""rodríguez""]",0,test
vanishing point - 2015 remaster,"[""new order""]",0,train
você,"[""os paralamas do sucesso""]",0,train
way gone by,"[""masonic""]",0,train
yol,"[""barış manço""]",0,test
ég er frjáls,"[""bítlavinafélagið""]",0,train
100%,"[""lilas ir innomine""]",0,train
a lo lejos - remasterizado,"[""ignacio corsini""]",0,train
adiós,"[""mc davo""]",0,train
ainut maailmassa,"[""kari tapio""]",0,val
amor prohibido,"[""baby rasta & gringo""]",0,train
anytime,"[""margaret whiting""]",0,train
baking powder blues,"[""lucille bogan""]",0,train
capítulo 11.2 - el que susurraba en la oscuridad,"[""h.p. lovecraft""]",0,train
chinnada gombeyalla,"[""rajkumar""]",0,train
conscious of my conscience,"[""womack & womack""]",0,train
dom som försvann,"[""kent""]",0,test
dreamworld - samu sun meets deniz rain mix edit,"[""beatbreaker""]",0,train
drumuri de noroi,"[""alternosfera""]",0,train
el alazán,"[""los cantores del alba""]",0,train
entre dos mares,"[""platero y tu""]",0,val
funky pretty - remastered 2000,"[""the beach boys""]",0,test
glory,"[""hillsong worship""]",0,test
heart of lothian - 2017 remaster,"[""marillion""]",0,train
i just wanted you to know,"[""mark chesnutt""]",0,test
in the year 2000,"[""neill solomon""]",0,train
lamento,"[""duke pearson""]",0,test
manmohan ko sakhi,"[""lata mangeshkar""]",0,val
megamix,"[""kc & the sunshine band""]",0,train
military strongmen,"[""jebediah""]",0,test
nkhauhele le nna,"[""oleseng""]",0,test
o timvorihos - live,"[""miltos pashalidis""]",0,train
oldugumde mezarima gelirmisin,"[""zerrin özer""]",0,train
ole time religion,"[""b.b. king""]",0,val
one way ticket,"[""the darkness""]",0,test
pencil thin mustache,"[""jimmy buffett""]",0,train
peter punk,"[""los estramboticos""]",0,train
prema chandrama,"[""rajesh krishnan""]",0,val
puede haber,"[""tijeritas""]",0,val
que no se repita,"[""danger man""]",0,val
rush - radio version,"[""freak power""]",0,val
se voce quiser,"[""elis regina""]",0,test
severina,"[""the mission""]",0,train
sinta,"[""aegis""]",0,test
snakes of christ,"[""danzig""]",0,train
step it up and go - remastered version,"[""the everly brothers""]",0,train
stindebinde,"[""j. karjalainen""]",0,train
street knock,"[""swizz beatz & a$ap rocky""]",0,test
swami devane,"[""t.g. lingappa""]",0,val
tahdon saaren,"[""eero ja jussi & the boys""]",0,train
the stardust memory,"[""kyoko koizumi""]",0,test
true love pt. #2,"[""x""]",0,train
tu recuerdo,"[""ilegales""]",0,train
yalvarırım affet,"[""kamuran akkor""]",0,train
yaz gazeteci yaz,"[""selda bağcan""]",0,test
öyle bir yerdeyimki,"[""ahmet kaya""]",0,train
bashful baby blues,"[""freddie slack and his orchestra""]",0,test
beyler,"[""dolu kadehi ters tut""]",0,train
bhagat tere bhag jayenge,"[""h khan mastana""]",0,train
bound to break,"[""anthem""]",0,train
brigas de amor,"[""jose roberto""]",0,test
cantona,"[""vlospa""]",0,train
chaos,"[""lacrim""]",0,test
cold desert,"[""kings of leon""]",0,train
cómo ha pasado el tiempo - dedicada a aldeas infantiles s.o.s.,"[""josé luis perales""]",0,train
dreamgirls,"[""platinum deluxe""]",0,train
ei akash baro bishal,"[""jayanta hazarika""]",0,train
every grain of sand,"[""bob dylan""]",0,train
from the dark past,"[""mayhem""]",0,train
garanterat individuell,"[""hoola bandoola band""]",0,test
hallelujah,"[""red garland quintet""]",0,test
heartbeat,"[""2pm""]",0,train
highways,"[""jim sullivan""]",0,train
holiday - 2007 remastered version,"[""happy mondays""]",0,train
how-how - 2009 remaster,"[""leo mathisen""]",0,val
if i used to love you,"[""daniel lemma""]",0,train
in the park - score version,"[""bruce broughton""]",0,train
koparma gülleri,"[""ferdi tayfur""]",0,test
lass die sonne in dein herz,"[""wind""]",0,test
love-sick,"[""keiichi sokabe""]",0,train
maestra,"[""adrian valdez""]",0,test
may your presence go with us,"[""don moen""]",0,val
not a damn thing changed,"[""lukas graham""]",0,test
o baby,"[""siouxsie and the banshees""]",0,val
o fogo nunca dorme,"[""alessandro vilas boas""]",0,test
out tonight,"[""rosario dawson""]",0,train
phoenix bangkit dari abu,"[""m. nasir""]",0,train
plastic man - mono mix,"[""the kinks""]",0,train
ponto final,"[""di paullo & paulino""]",0,train
regeton 8,"[""dj audrey""]",0,test
romance,"[""el combo de las estrellas""]",0,test
see see rider,"[""ernestine anderson""]",0,test
sol över oss,"[""dia psalma""]",0,train
squall,"[""04 limited sazabys""]",0,train
sürgün aşkımız,"[""hazal""]",0,val
tattoo,"[""pieter koen""]",0,val
teď ještě ne,"[""hana hegerova""]",0,test
the letters of the last years,"[""samuel b. charters""]",0,val
the soft parade intro,"[""the doors""]",0,train
two for the road,"[""vic damone""]",0,train
ud i natten,"[""vagn og vagabonderne""]",0,test
vals no.1.,"[""magnús eiríksson""]",0,val
viinaa tsat tsat tsaa,"[""eppu normaali""]",0,train
visto che mi vuoi lasciare,"[""rino gaetano""]",0,test
wenn du einsam bist,"[""böhse onkelz""]",0,train
yo quiero mas de ti,"[""gadiel espinoza""]",0,test
toxic punk,"[""youngboy never broke again""]",1,test
7 hours,"[""cattle & cane""]",0,train
?,"[""law years""]",0,train
ajomies,"[""topi sorsakoski & agents""]",0,test
alene,"[""scandinavia""]",0,val
ayırma bizi - düvaz i̇mam,"[""dertli divani""]",0,test
break your heart,"[""taio cruz""]",0,train
camarera de mi amor,"[""antonio machín""]",0,train
candide: the best of all possible worlds - excerpt,"[""leonard bernstein""]",0,train
clock the dough - 2 step mix,"[""donna dee""]",0,test
colores,"[""viernes verde""]",0,test
dream away - remastered 2004,"[""george harrison""]",0,train
dziesma par pazaudēto laiku,"[""mirdza zivere""]",0,train
ennallunndadaviha,"[""chittoor v. nagaiah""]",0,test
felizes os dois,"[""peste & sida""]",0,test
garnet moon,"[""hitomi shimatani""]",0,test
herir sin darse cuenta,"[""bohemia suburbana""]",0,val
holiday,"[""maxi priest""]",0,train
humillate,"[""ulises bueno""]",0,train
kažu,"[""dubioza kolektiv""]",0,test
lady venom,"[""swollen members""]",0,train
lágrimas,"[""orlando silva""]",0,train
masal,"[""sertab erener""]",0,train
mi amargura,"[""banda de música miraflores-gibraljaire""]",0,train
minsan lang kitang iibigin,"[""regine velasquez""]",0,train
missing each other,"[""cagnet""]",0,train
momiche,"[""wosh mc""]",0,train
nada se compara contigo,"[""alvaro torres""]",0,train
next to you,"[""wild youth""]",0,val
nursery rhyme medley,"[""jeff beatman""]",0,train
one night,"[""fats domino""]",0,train
orgazm,"[""big cyc""]",0,train
paramparça,"[""hasret gültekin""]",0,train
pobrecito de mí,"[""los acosta""]",0,train
puedes,"[""catupecu machu""]",0,train
razão do amor,"[""marcos valle""]",0,val
revolver freestyle,"[""tedua""]",0,train
rosa engeitada,"[""bert kaempfert""]",0,train
sen yoksun diye,"[""erkin koray""]",0,val
si te olvido,"[""duelo""]",0,train
snati og óli,"[""sigga beinteins""]",0,test
snow flower,"[""ananda shankar""]",0,train
steam forest live 1987,"[""andreas vollenweider""]",0,val
taken,"[""kalash""]",0,train
telefone,"[""walter wanderley""]",0,train
the money - live 2016,"[""the busters""]",0,test
untukmu ibu,"[""exists""]",0,test
vacuum cleaner,"[""baby sweet dream""]",0,train
villi yö - life is life,"[""leo luoto""]",0,train
we are all made of stars,"[""moby""]",0,train
yağmur ağlıyor,"[""mustafa ceceli""]",0,val
ghost,"[""justin bieber""]",1,train
sand in my boots,"[""morgan wallen""]",1,train
archangel,"[""burial""]",0,train
barter,"[""kuroyume""]",0,test
brobygningshysteri,"[""humleridderne""]",0,train
burası muştur,"[""neşet ertaş""]",0,test
chapter 2.13 - król maciuś pierwszy,"[""janusz korczak""]",0,train
dalamnya kasihmu bapa - live,"[""true worshippers""]",0,test
dans ma rue - high for the chronic !,"[""doc gynéco""]",0,test
daylight,"[""coldplay""]",0,val
de mas sighoro,"[""eleni tsaligopoulou""]",0,train
del árbol viejo,"[""santiago chalar""]",0,val
do your duty - 2003 remastered version,"[""billie holiday""]",0,val
dumm & glücklich,"[""raf 3.0""]",0,train
entertainer,"[""lenka filipova""]",0,test
gamzedeyim deva bulmam,"[""müzeyyen senar""]",0,test
gure bazterrak,"[""mikel laboa""]",0,train
hann var einu sinni lítill,"[""egill ólafsson""]",0,train
heartburn,"[""wafia""]",0,test
holka,"[""divokej bill""]",0,train
hot,"[""aya nakamura""]",0,train
i can tell,"[""504 boyz""]",0,train
i wish someone would care,"[""etta james""]",0,val
ikävä ihollesi,"[""happoradio""]",0,train
indiana march,"[""christian maucery""]",0,test
just you just me,"[""helen merrill""]",0,test
kveðja útlagans,"[""vilhjálmur vilhjálmsson""]",0,val
lady laura,"[""raulin rosendo""]",0,train
lagarterana,"[""raquel meller""]",0,train
mercy in you,"[""depeche mode""]",0,test
